clientid,clientname,productgroup,planname,planid,groupid,benefitid,volume
1097,Borer LLC,"MED,PDP",GPPO ,BGP00545  ,BGG00545  ,BGB00545  ,198
1098,Wisozk Ltd,DENT,DHMO ,WDP00548  ,WDG00548  ,WDB00548  ,11685
1098,Wisozk Ltd,DENT,DPPO ,WDP00549  ,WDG00549  ,WDB00549  ,3888
1098,Wisozk Ltd,DENT,DEPO ,WDP00547  ,WDG00547  ,WDB00547  ,3838
1098,Wisozk Ltd,PDP,PDP  ,WPP00552  ,WPG00552  ,WPB00552  ,6584
1098,Wisozk Ltd,"DENT,PDP",GHMO ,WGP00550  ,WGG00550  ,WGB00550  ,4495
1098,Wisozk Ltd,"DENT,PDP",GPPO ,WGP00551  ,WGG00551  ,WGB00551  ,1908
1099,Bergstrom-Crona,MED,HMO  ,BHP00558  ,BHG00558  ,BHB00558  ,3932
1099,Bergstrom-Crona,MED,PPO  ,BPP00560  ,BPG00560  ,BPB00560  ,1110
1099,Bergstrom-Crona,MED,POS  ,BPP00559  ,BPG00559  ,BPB00559  ,559
1099,Bergstrom-Crona,DENT,DHMO ,BDP00554  ,BDG00554  ,BDB00554  ,817
1099,Bergstrom-Crona,DENT,DPPO ,BDP00555  ,BDG00555  ,BDB00555  ,288
1099,Bergstrom-Crona,DENT,DEPO ,BDP00553  ,BDG00553  ,BDB00553  ,260
1099,Bergstrom-Crona,PDP,PDP  ,BPP00567  ,BPG00567  ,BPB00567  ,1375
1099,Bergstrom-Crona,"MED,DENT",GHMO ,BGP00561  ,BGG00561  ,BGB00561  ,5171
1099,Bergstrom-Crona,"MED,DENT",GPPO ,BGP00562  ,BGG00562  ,BGB00562  ,567
1099,Bergstrom-Crona,"MED,PDP",GHMO ,BGP00565  ,BGG00565  ,BGB00565  ,2158
1099,Bergstrom-Crona,"MED,PDP",GPPO ,BGP00566  ,BGG00566  ,BGB00566  ,560
1099,Bergstrom-Crona,"DENT,PDP",GHMO ,BGP00556  ,BGG00556  ,BGB00556  ,911
1099,Bergstrom-Crona,"DENT,PDP",GPPO ,BGP00557  ,BGG00557  ,BGB00557  ,435
1099,Bergstrom-Crona,"MED,DENT,PDP",GHMO ,BGP00564  ,BGG00564  ,BGB00564  ,2967
1099,Bergstrom-Crona,"MED,DENT,PDP",GEPO ,BGP00563  ,BGG00563  ,BGB00563  ,6882
1100,Roberts Group,MED,HMO  ,RHP00568  ,RHG00568  ,RHB00568  ,8920
1100,Roberts Group,MED,PPO  ,RPP00570  ,RPG00570  ,RPB00570  ,2574
1100,Roberts Group,MED,POS  ,RPP00569  ,RPG00569  ,RPB00569  ,1284
1100,Roberts Group,PDP,PDP  ,RPP00573  ,RPG00573  ,RPB00573  ,7666
1100,Roberts Group,"MED,PDP",GHMO ,RGP00571  ,RGG00571  ,RGB00571  ,4120
1100,Roberts Group,"MED,PDP",GPPO ,RGP00572  ,RGG00572  ,RGB00572  ,1009
1101,Murphy-Tremblay,MED,HMO  ,MHP00574  ,MHG00574  ,MHB00574  ,21748
1101,Murphy-Tremblay,MED,PPO  ,MPP00576  ,MPG00576  ,MPB00576  ,6313
1101,Murphy-Tremblay,MED,POS  ,MPP00575  ,MPG00575  ,MPB00575  ,3140
1102,Cremin Group,MED,HMO  ,CHP00577  ,CHG00577  ,CHB00577  ,6590
1102,Cremin Group,MED,PPO  ,CPP00579  ,CPG00579  ,CPB00579  ,1914
1102,Cremin Group,MED,POS  ,CPP00578  ,CPG00578  ,CPB00578  ,961
1103,Mills PLC,MED,HMO  ,MHP00580  ,MHG00580  ,MHB00580  ,12882
1103,Mills PLC,MED,PPO  ,MPP00582  ,MPG00582  ,MPB00582  ,3672
1103,Mills PLC,MED,POS  ,MPP00581  ,MPG00581  ,MPB00581  ,1806
1104,Steuber LLC,DENT,DHMO ,SDP00584  ,SDG00584  ,SDB00584  ,1379
1104,Steuber LLC,DENT,DPPO ,SDP00585  ,SDG00585  ,SDB00585  ,429
1104,Steuber LLC,DENT,DEPO ,SDP00583  ,SDG00583  ,SDB00583  ,427
1104,Steuber LLC,PDP,PDP  ,SPP00588  ,SPG00588  ,SPB00588  ,731
1104,Steuber LLC,"DENT,PDP",GHMO ,SGP00586  ,SGG00586  ,SGB00586  ,556
1104,Steuber LLC,"DENT,PDP",GPPO ,SGP00587  ,SGG00587  ,SGB00587  ,239
1105,Ondricka-Erdman,MED,HMO  ,OHP00592  ,OHG00592  ,OHB00592  ,3770
1105,Ondricka-Erdman,MED,PPO  ,OPP00594  ,OPG00594  ,OPB00594  ,1083
1105,Ondricka-Erdman,MED,POS  ,OPP00593  ,OPG00593  ,OPB00593  ,538
1105,Ondricka-Erdman,DENT,DHMO ,ODP00590  ,ODG00590  ,ODB00590  ,437
1105,Ondricka-Erdman,DENT,DPPO ,ODP00591  ,ODG00591  ,ODB00591  ,140
1105,Ondricka-Erdman,DENT,DEPO ,ODP00589  ,ODG00589  ,ODB00589  ,137
1105,Ondricka-Erdman,"MED,DENT",GHMO ,OGP00595  ,OGG00595  ,OGB00595  ,597
1105,Ondricka-Erdman,"MED,DENT",GPPO ,OGP00596  ,OGG00596  ,OGB00596  ,63
1106,Dietrich-Nicolas,MED,HMO  ,DHP00597  ,DHG00597  ,DHB00597  ,3020
1106,Dietrich-Nicolas,MED,PPO  ,DPP00599  ,DPG00599  ,DPB00599  ,855
1106,Dietrich-Nicolas,MED,POS  ,DPP00598  ,DPG00598  ,DPB00598  ,405
1107,Thiel-Reilly,MED,HMO  ,THP00600  ,THG00600  ,THB00600  ,23422
1107,Thiel-Reilly,MED,PPO  ,TPP00602  ,TPG00602  ,TPB00602  ,6610
1107,Thiel-Reilly,MED,POS  ,TPP00601  ,TPG00601  ,TPB00601  ,3273
1108,Luettgen-Haley,MED,HMO  ,LHP00608  ,LHG00608  ,LHB00608  ,5021
1108,Luettgen-Haley,MED,PPO  ,LPP00610  ,LPG00610  ,LPB00610  ,1421
1108,Luettgen-Haley,MED,POS  ,LPP00609  ,LPG00609  ,LPB00609  ,701
1108,Luettgen-Haley,DENT,DHMO ,LDP00604  ,LDG00604  ,LDB00604  ,1038
1108,Luettgen-Haley,DENT,DPPO ,LDP00605  ,LDG00605  ,LDB00605  ,344
1108,Luettgen-Haley,DENT,DEPO ,LDP00603  ,LDG00603  ,LDB00603  ,358
1108,Luettgen-Haley,PDP,PDP  ,LPP00617  ,LPG00617  ,LPB00617  ,1805
1108,Luettgen-Haley,"MED,DENT",GHMO ,LGP00611  ,LGG00611  ,LGB00611  ,6454
1108,Luettgen-Haley,"MED,DENT",GPPO ,LGP00612  ,LGG00612  ,LGB00612  ,715
1108,Luettgen-Haley,"MED,PDP",GHMO ,LGP00615  ,LGG00615  ,LGB00615  ,2755
1108,Luettgen-Haley,"MED,PDP",GPPO ,LGP00616  ,LGG00616  ,LGB00616  ,733
1108,Luettgen-Haley,"DENT,PDP",GHMO ,LGP00606  ,LGG00606  ,LGB00606  ,1193
1108,Luettgen-Haley,"DENT,PDP",GPPO ,LGP00607  ,LGG00607  ,LGB00607  ,542
1108,Luettgen-Haley,"MED,DENT,PDP",GHMO ,LGP00614  ,LGG00614  ,LGB00614  ,3809
1108,Luettgen-Haley,"MED,DENT,PDP",GEPO ,LGP00613  ,LGG00613  ,LGB00613  ,8817
1109,"Block, Walsh and Grimes",MED,HMO  ,BHP00618  ,BHG00618  ,BHB00618  ,2158
1109,"Block, Walsh and Grimes",MED,PPO  ,BPP00620  ,BPG00620  ,BPB00620  ,649
1109,"Block, Walsh and Grimes",MED,POS  ,BPP00619  ,BPG00619  ,BPB00619  ,332
1110,Conroy-Abshire,MED,HMO  ,CHP00621  ,CHG00621  ,CHB00621  ,3363
1110,Conroy-Abshire,MED,PPO  ,CPP00623  ,CPG00623  ,CPB00623  ,950
1110,Conroy-Abshire,MED,POS  ,CPP00622  ,CPG00622  ,CPB00622  ,463
1110,Conroy-Abshire,PDP,PDP  ,CPP00626  ,CPG00626  ,CPB00626  ,2877
1110,Conroy-Abshire,"MED,PDP",GHMO ,CGP00624  ,CGG00624  ,CGB00624  ,1498
1110,Conroy-Abshire,"MED,PDP",GPPO ,CGP00625  ,CGG00625  ,CGB00625  ,407
1111,"Cummings, Mante and Schimmel",PDP,PDP  ,CPP00627  ,CPG00627  ,CPB00627  ,24219
1112,Cremin Inc,MED,HMO  ,CHP00628  ,CHG00628  ,CHB00628  ,21951
1112,Cremin Inc,MED,PPO  ,CPP00630  ,CPG00630  ,CPB00630  ,6342
1112,Cremin Inc,MED,POS  ,CPP00629  ,CPG00629  ,CPB00629  ,3134
1113,Pagac Inc,PDP,PDP  ,PPP00631  ,PPG00631  ,PPB00631  ,11236
1114,"Breitenberg, Terry and Swift",MED,HMO  ,BHP00632  ,BHG00632  ,BHB00632  ,31856
1114,"Breitenberg, Terry and Swift",MED,PPO  ,BPP00634  ,BPG00634  ,BPB00634  ,9118
1114,"Breitenberg, Terry and Swift",MED,POS  ,BPP00633  ,BPG00633  ,BPB00633  ,4584
1115,"Kuhic, Legros and Huel",MED,HMO  ,KHP00640  ,KHG00640  ,KHB00640  ,360
1115,"Kuhic, Legros and Huel",MED,PPO  ,KPP00642  ,KPG00642  ,KPB00642  ,90
1115,"Kuhic, Legros and Huel",MED,POS  ,KPP00641  ,KPG00641  ,KPB00641  ,61
1115,"Kuhic, Legros and Huel",DENT,DHMO ,KDP00636  ,KDG00636  ,KDB00636  ,91
1115,"Kuhic, Legros and Huel",DENT,DPPO ,KDP00637  ,KDG00637  ,KDB00637  ,23
1115,"Kuhic, Legros and Huel",DENT,DEPO ,KDP00635  ,KDG00635  ,KDB00635  ,31
1115,"Kuhic, Legros and Huel",PDP,PDP  ,KPP00649  ,KPG00649  ,KPB00649  ,136
1115,"Kuhic, Legros and Huel","MED,DENT",GHMO ,KGP00643  ,KGG00643  ,KGB00643  ,435
1115,"Kuhic, Legros and Huel","MED,DENT",GPPO ,KGP00644  ,KGG00644  ,KGB00644  ,44
1115,"Kuhic, Legros and Huel","MED,PDP",GHMO ,KGP00647  ,KGG00647  ,KGB00647  ,207
1115,"Kuhic, Legros and Huel","MED,PDP",GPPO ,KGP00648  ,KGG00648  ,KGB00648  ,56
1115,"Kuhic, Legros and Huel","DENT,PDP",GHMO ,KGP00638  ,KGG00638  ,KGB00638  ,90
1115,"Kuhic, Legros and Huel","DENT,PDP",GPPO ,KGP00639  ,KGG00639  ,KGB00639  ,41
1115,"Kuhic, Legros and Huel","MED,DENT,PDP",GHMO ,KGP00646  ,KGG00646  ,KGB00646  ,256
1115,"Kuhic, Legros and Huel","MED,DENT,PDP",GEPO ,KGP00645  ,KGG00645  ,KGB00645  ,635
1116,"Stroman, Stroman and Wisoky",MED,HMO  ,SHP00650  ,SHG00650  ,SHB00650  ,15613
1116,"Stroman, Stroman and Wisoky",MED,PPO  ,SPP00652  ,SPG00652  ,SPB00652  ,4455
1116,"Stroman, Stroman and Wisoky",MED,POS  ,SPP00651  ,SPG00651  ,SPB00651  ,2225
1117,Emmerich PLC,PDP,PDP  ,EPP00653  ,EPG00653  ,EPB00653  ,21316
1118,Nicolas and Sons,MED,HMO  ,NHP00654  ,NHG00654  ,NHB00654  ,23963
1118,Nicolas and Sons,MED,PPO  ,NPP00656  ,NPG00656  ,NPB00656  ,6690
1118,Nicolas and Sons,MED,POS  ,NPP00655  ,NPG00655  ,NPB00655  ,3550
1119,D'Amore-Kunde,MED,HMO  ,DHP00662  ,DHG00662  ,DHB00662  ,1254
1119,D'Amore-Kunde,MED,PPO  ,DPP00664  ,DPG00664  ,DPB00664  ,340
1119,D'Amore-Kunde,MED,POS  ,DPP00663  ,DPG00663  ,DPB00663  ,191
1119,D'Amore-Kunde,DENT,DHMO ,DDP00658  ,DDG00658  ,DDB00658  ,283
1119,D'Amore-Kunde,DENT,DPPO ,DDP00659  ,DDG00659  ,DDB00659  ,99
1119,D'Amore-Kunde,DENT,DEPO ,DDP00657  ,DDG00657  ,DDB00657  ,86
1119,D'Amore-Kunde,PDP,PDP  ,DPP00671  ,DPG00671  ,DPB00671  ,446
1119,D'Amore-Kunde,"MED,DENT",GHMO ,DGP00665  ,DGG00665  ,DGB00665  ,1693
1119,D'Amore-Kunde,"MED,DENT",GPPO ,DGP00666  ,DGG00666  ,DGB00666  ,185
1119,D'Amore-Kunde,"MED,PDP",GHMO ,DGP00669  ,DGG00669  ,DGB00669  ,766
1119,D'Amore-Kunde,"MED,PDP",GPPO ,DGP00670  ,DGG00670  ,DGB00670  ,176
1119,D'Amore-Kunde,"DENT,PDP",GHMO ,DGP00660  ,DGG00660  ,DGB00660  ,312
1119,D'Amore-Kunde,"DENT,PDP",GPPO ,DGP00661  ,DGG00661  ,DGB00661  ,140
1119,D'Amore-Kunde,"MED,DENT,PDP",GHMO ,DGP00668  ,DGG00668  ,DGB00668  ,931
1119,D'Amore-Kunde,"MED,DENT,PDP",GEPO ,DGP00667  ,DGG00667  ,DGB00667  ,2227
1120,Price Group,MED,HMO  ,PHP00677  ,PHG00677  ,PHB00677  ,3787
1120,Price Group,MED,PPO  ,PPP00679  ,PPG00679  ,PPB00679  ,1060
1120,Price Group,MED,POS  ,PPP00678  ,PPG00678  ,PPB00678  ,482
1120,Price Group,DENT,DHMO ,PDP00673  ,PDG00673  ,PDB00673  ,785
1120,Price Group,DENT,DPPO ,PDP00674  ,PDG00674  ,PDB00674  ,276
1120,Price Group,DENT,DEPO ,PDP00672  ,PDG00672  ,PDB00672  ,243
1120,Price Group,PDP,PDP  ,PPP00686  ,PPG00686  ,PPB00686  ,1337
1120,Price Group,"MED,DENT",GHMO ,PGP00680  ,PGG00680  ,PGB00680  ,4846
1120,Price Group,"MED,DENT",GPPO ,PGP00681  ,PGG00681  ,PGB00681  ,525
1120,Price Group,"MED,PDP",GHMO ,PGP00684  ,PGG00684  ,PGB00684  ,2150
1120,Price Group,"MED,PDP",GPPO ,PGP00685  ,PGG00685  ,PGB00685  ,540
1120,Price Group,"DENT,PDP",GHMO ,PGP00675  ,PGG00675  ,PGB00675  ,915
1120,Price Group,"DENT,PDP",GPPO ,PGP00676  ,PGG00676  ,PGB00676  ,400
1120,Price Group,"MED,DENT,PDP",GHMO ,PGP00683  ,PGG00683  ,PGB00683  ,2852
1120,Price Group,"MED,DENT,PDP",GEPO ,PGP00682  ,PGG00682  ,PGB00682  ,6526
1121,Kiehn LLC,DENT,DHMO ,KDP00688  ,KDG00688  ,KDB00688  ,9611
1121,Kiehn LLC,DENT,DPPO ,KDP00689  ,KDG00689  ,KDB00689  ,3219
1121,Kiehn LLC,DENT,DEPO ,KDP00687  ,KDG00687  ,KDB00687  ,3225
1122,"Swift, Boyle and Hansen",MED,HMO  ,SHP00693  ,SHG00693  ,SHB00693  ,10414
1122,"Swift, Boyle and Hansen",MED,PPO  ,SPP00695  ,SPG00695  ,SPB00695  ,3053
1122,"Swift, Boyle and Hansen",MED,POS  ,SPP00694  ,SPG00694  ,SPB00694  ,1529
1122,"Swift, Boyle and Hansen",DENT,DHMO ,SDP00691  ,SDG00691  ,SDB00691  ,1115
1122,"Swift, Boyle and Hansen",DENT,DPPO ,SDP00692  ,SDG00692  ,SDB00692  ,386
1122,"Swift, Boyle and Hansen",DENT,DEPO ,SDP00690  ,SDG00690  ,SDB00690  ,378
1122,"Swift, Boyle and Hansen","MED,DENT",GHMO ,SGP00696  ,SGG00696  ,SGB00696  ,1712
1122,"Swift, Boyle and Hansen","MED,DENT",GPPO ,SGP00697  ,SGG00697  ,SGB00697  ,189
1123,Berge-Cronin,MED,HMO  ,BHP00703  ,BHG00703  ,BHB00703  ,3504
1123,Berge-Cronin,MED,PPO  ,BPP00705  ,BPG00705  ,BPB00705  ,972
1123,Berge-Cronin,MED,POS  ,BPP00704  ,BPG00704  ,BPB00704  ,493
1123,Berge-Cronin,DENT,DHMO ,BDP00699  ,BDG00699  ,BDB00699  ,780
1123,Berge-Cronin,DENT,DPPO ,BDP00700  ,BDG00700  ,BDB00700  ,242
1123,Berge-Cronin,DENT,DEPO ,BDP00698  ,BDG00698  ,BDB00698  ,258
1123,Berge-Cronin,PDP,PDP  ,BPP00712  ,BPG00712  ,BPB00712  ,1208
1123,Berge-Cronin,"MED,DENT",GHMO ,BGP00706  ,BGG00706  ,BGB00706  ,4442
1123,Berge-Cronin,"MED,DENT",GPPO ,BGP00707  ,BGG00707  ,BGB00707  ,483
1123,Berge-Cronin,"MED,PDP",GHMO ,BGP00710  ,BGG00710  ,BGB00710  ,1947
1123,Berge-Cronin,"MED,PDP",GPPO ,BGP00711  ,BGG00711  ,BGB00711  ,474
1123,Berge-Cronin,"DENT,PDP",GHMO ,BGP00701  ,BGG00701  ,BGB00701  ,844
1123,Berge-Cronin,"DENT,PDP",GPPO ,BGP00702  ,BGG00702  ,BGB00702  ,357
1123,Berge-Cronin,"MED,DENT,PDP",GHMO ,BGP00709  ,BGG00709  ,BGB00709  ,2684
1123,Berge-Cronin,"MED,DENT,PDP",GEPO ,BGP00708  ,BGG00708  ,BGB00708  ,6142
1124,Hirthe-Kiehn,MED,HMO  ,HHP00713  ,HHG00713  ,HHB00713  ,673
1124,Hirthe-Kiehn,MED,PPO  ,HPP00715  ,HPG00715  ,HPB00715  ,201
1124,Hirthe-Kiehn,MED,POS  ,HPP00714  ,HPG00714  ,HPB00714  ,95
1124,Hirthe-Kiehn,PDP,PDP  ,HPP00718  ,HPG00718  ,HPB00718  ,617
1124,Hirthe-Kiehn,"MED,PDP",GHMO ,HGP00716  ,HGG00716  ,HGB00716  ,343
1124,Hirthe-Kiehn,"MED,PDP",GPPO ,HGP00717  ,HGG00717  ,HGB00717  ,81
1125,Bogisich Inc,MED,HMO  ,BHP00722  ,BHG00722  ,BHB00722  ,12393
1125,Bogisich Inc,MED,PPO  ,BPP00724  ,BPG00724  ,BPB00724  ,3530
1125,Bogisich Inc,MED,POS  ,BPP00723  ,BPG00723  ,BPB00723  ,1730
1125,Bogisich Inc,DENT,DHMO ,BDP00720  ,BDG00720  ,BDB00720  ,1270
1125,Bogisich Inc,DENT,DPPO ,BDP00721  ,BDG00721  ,BDB00721  ,428
1125,Bogisich Inc,DENT,DEPO ,BDP00719  ,BDG00719  ,BDB00719  ,442
1125,Bogisich Inc,"MED,DENT",GHMO ,BGP00725  ,BGG00725  ,BGB00725  ,1938
1125,Bogisich Inc,"MED,DENT",GPPO ,BGP00726  ,BGG00726  ,BGB00726  ,198
1126,Ondricka and Sons,MED,HMO  ,OHP00727  ,OHG00727  ,OHB00727  ,9001
1126,Ondricka and Sons,MED,PPO  ,OPP00729  ,OPG00729  ,OPB00729  ,2577
1126,Ondricka and Sons,MED,POS  ,OPP00728  ,OPG00728  ,OPB00728  ,1317
1126,Ondricka and Sons,PDP,PDP  ,OPP00732  ,OPG00732  ,OPB00732  ,7731
1126,Ondricka and Sons,"MED,PDP",GHMO ,OGP00730  ,OGG00730  ,OGB00730  ,4048
1126,Ondricka and Sons,"MED,PDP",GPPO ,OGP00731  ,OGG00731  ,OGB00731  ,1006
1127,"Rath, Schumm and Morar",MED,HMO  ,RHP00733  ,RHG00733  ,RHB00733  ,6802
1127,"Rath, Schumm and Morar",MED,PPO  ,RPP00735  ,RPG00735  ,RPB00735  ,1984
1127,"Rath, Schumm and Morar",MED,POS  ,RPP00734  ,RPG00734  ,RPB00734  ,972
1128,"Gulgowski, Volkman and Runte",MED,HMO  ,GHP00736  ,GHG00736  ,GHB00736  ,13810
1128,"Gulgowski, Volkman and Runte",MED,PPO  ,GPP00738  ,GPG00738  ,GPB00738  ,3964
1128,"Gulgowski, Volkman and Runte",MED,POS  ,GPP00737  ,GPG00737  ,GPB00737  ,1933
1129,"Purdy, Fahey and Lowe",MED,HMO  ,PHP00742  ,PHG00742  ,PHB00742  ,6233
1129,"Purdy, Fahey and Lowe",MED,PPO  ,PPP00744  ,PPG00744  ,PPB00744  ,1697
1129,"Purdy, Fahey and Lowe",MED,POS  ,PPP00743  ,PPG00743  ,PPB00743  ,856
1129,"Purdy, Fahey and Lowe",DENT,DHMO ,PDP00740  ,PDG00740  ,PDB00740  ,625
1129,"Purdy, Fahey and Lowe",DENT,DPPO ,PDP00741  ,PDG00741  ,PDB00741  ,236
1129,"Purdy, Fahey and Lowe",DENT,DEPO ,PDP00739  ,PDG00739  ,PDB00739  ,214
1129,"Purdy, Fahey and Lowe","MED,DENT",GHMO ,PGP00745  ,PGG00745  ,PGB00745  ,1017
1129,"Purdy, Fahey and Lowe","MED,DENT",GPPO ,PGP00746  ,PGG00746  ,PGB00746  ,113
1130,Weissnat-Yundt,DENT,DHMO ,WDP00748  ,WDG00748  ,WDB00748  ,922
1130,Weissnat-Yundt,DENT,DPPO ,WDP00749  ,WDG00749  ,WDB00749  ,315
1130,Weissnat-Yundt,DENT,DEPO ,WDP00747  ,WDG00747  ,WDB00747  ,324
1130,Weissnat-Yundt,PDP,PDP  ,WPP00752  ,WPG00752  ,WPB00752  ,513
1130,Weissnat-Yundt,"DENT,PDP",GHMO ,WGP00750  ,WGG00750  ,WGB00750  ,360
1130,Weissnat-Yundt,"DENT,PDP",GPPO ,WGP00751  ,WGG00751  ,WGB00751  ,159
1131,Wyman-Carroll,DENT,DHMO ,WDP00754  ,WDG00754  ,WDB00754  ,10317
1131,Wyman-Carroll,DENT,DPPO ,WDP00755  ,WDG00755  ,WDB00755  ,3397
1131,Wyman-Carroll,DENT,DEPO ,WDP00753  ,WDG00753  ,WDB00753  ,3360
1132,"Block, Sanford and Moen",MED,HMO  ,BHP00756  ,BHG00756  ,BHB00756  ,2711
1132,"Block, Sanford and Moen",MED,PPO  ,BPP00758  ,BPG00758  ,BPB00758  ,803
1132,"Block, Sanford and Moen",MED,POS  ,BPP00757  ,BPG00757  ,BPB00757  ,343
1133,Volkman-Friesen,MED,HMO  ,VHP00759  ,VHG00759  ,VHB00759  ,5315
1133,Volkman-Friesen,MED,PPO  ,VPP00761  ,VPG00761  ,VPB00761  ,1514
1133,Volkman-Friesen,MED,POS  ,VPP00760  ,VPG00760  ,VPB00760  ,745
1134,Littel-Mayert,PDP,PDP  ,LPP00762  ,LPG00762  ,LPB00762  ,20115
1135,Jenkins-Witting,MED,HMO  ,JHP00763  ,JHG00763  ,JHB00763  ,13721
1135,Jenkins-Witting,MED,PPO  ,JPP00765  ,JPG00765  ,JPB00765  ,3891
1135,Jenkins-Witting,MED,POS  ,JPP00764  ,JPG00764  ,JPB00764  ,1978
1136,Metz Group,PDP,PDP  ,MPP00766  ,MPG00766  ,MPB00766  ,2048
1137,Hilpert Inc,PDP,PDP  ,HPP00767  ,HPG00767  ,HPB00767  ,28309
1138,Corwin PLC,MED,HMO  ,CHP00768  ,CHG00768  ,CHB00768  ,5146
1138,Corwin PLC,MED,PPO  ,CPP00770  ,CPG00770  ,CPB00770  ,1434
1138,Corwin PLC,MED,POS  ,CPP00769  ,CPG00769  ,CPB00769  ,707
1139,Leannon-Yundt,MED,HMO  ,LHP00774  ,LHG00774  ,LHB00774  ,9152
1139,Leannon-Yundt,MED,PPO  ,LPP00776  ,LPG00776  ,LPB00776  ,2705
1139,Leannon-Yundt,MED,POS  ,LPP00775  ,LPG00775  ,LPB00775  ,1341
1139,Leannon-Yundt,DENT,DHMO ,LDP00772  ,LDG00772  ,LDB00772  ,1004
1139,Leannon-Yundt,DENT,DPPO ,LDP00773  ,LDG00773  ,LDB00773  ,357
1139,Leannon-Yundt,DENT,DEPO ,LDP00771  ,LDG00771  ,LDB00771  ,350
1139,Leannon-Yundt,"MED,DENT",GHMO ,LGP00777  ,LGG00777  ,LGB00777  ,1510
1139,Leannon-Yundt,"MED,DENT",GPPO ,LGP00778  ,LGG00778  ,LGB00778  ,168
1140,Bergstrom Ltd,MED,HMO  ,BHP00779  ,BHG00779  ,BHB00779  ,5191
1140,Bergstrom Ltd,MED,PPO  ,BPP00781  ,BPG00781  ,BPB00781  ,1529
1140,Bergstrom Ltd,MED,POS  ,BPP00780  ,BPG00780  ,BPB00780  ,731
1141,"Trantow, Nader and Upton",DENT,DHMO ,TDP00783  ,TDG00783  ,TDB00783  ,10042
1141,"Trantow, Nader and Upton",DENT,DPPO ,TDP00784  ,TDG00784  ,TDB00784  ,3254
1141,"Trantow, Nader and Upton",DENT,DEPO ,TDP00782  ,TDG00782  ,TDB00782  ,3314
1141,"Trantow, Nader and Upton",PDP,PDP  ,TPP00787  ,TPG00787  ,TPB00787  ,5511
1141,"Trantow, Nader and Upton","DENT,PDP",GHMO ,TGP00785  ,TGG00785  ,TGB00785  ,3915
1141,"Trantow, Nader and Upton","DENT,PDP",GPPO ,TGP00786  ,TGG00786  ,TGB00786  ,1674
1142,D'Amore PLC,MED,HMO  ,DHP00788  ,DHG00788  ,DHB00788  ,9495
1142,D'Amore PLC,MED,PPO  ,DPP00790  ,DPG00790  ,DPB00790  ,2844
1142,D'Amore PLC,MED,POS  ,DPP00789  ,DPG00789  ,DPB00789  ,1367
1143,Pouros and Sons,MED,HMO  ,PHP00791  ,PHG00791  ,PHB00791  ,7297
1143,Pouros and Sons,MED,PPO  ,PPP00793  ,PPG00793  ,PPB00793  ,2108
1143,Pouros and Sons,MED,POS  ,PPP00792  ,PPG00792  ,PPB00792  ,1058
1143,Pouros and Sons,PDP,PDP  ,PPP00796  ,PPG00796  ,PPB00796  ,6250
1143,Pouros and Sons,"MED,PDP",GHMO ,PGP00794  ,PGG00794  ,PGB00794  ,3467
1143,Pouros and Sons,"MED,PDP",GPPO ,PGP00795  ,PGG00795  ,PGB00795  ,809
1144,"Zieme, Simonis and Hartmann",MED,HMO  ,ZHP00797  ,ZHG00797  ,ZHB00797  ,26423
1144,"Zieme, Simonis and Hartmann",MED,PPO  ,ZPP00799  ,ZPG00799  ,ZPB00799  ,7508
1144,"Zieme, Simonis and Hartmann",MED,POS  ,ZPP00798  ,ZPG00798  ,ZPB00798  ,3764
1145,Crooks Ltd,MED,HMO  ,CHP00800  ,CHG00800  ,CHB00800  ,9653
1145,Crooks Ltd,MED,PPO  ,CPP00802  ,CPG00802  ,CPB00802  ,2665
1145,Crooks Ltd,MED,POS  ,CPP00801  ,CPG00801  ,CPB00801  ,1352
1146,"Osinski, Carroll and Gaylord",MED,HMO  ,OHP00806  ,OHG00806  ,OHB00806  ,21816
1146,"Osinski, Carroll and Gaylord",MED,PPO  ,OPP00808  ,OPG00808  ,OPB00808  ,6279
1146,"Osinski, Carroll and Gaylord",MED,POS  ,OPP00807  ,OPG00807  ,OPB00807  ,3167
1146,"Osinski, Carroll and Gaylord",DENT,DHMO ,ODP00804  ,ODG00804  ,ODB00804  ,2277
1146,"Osinski, Carroll and Gaylord",DENT,DPPO ,ODP00805  ,ODG00805  ,ODB00805  ,809
1146,"Osinski, Carroll and Gaylord",DENT,DEPO ,ODP00803  ,ODG00803  ,ODB00803  ,764
1146,"Osinski, Carroll and Gaylord","MED,DENT",GHMO ,OGP00809  ,OGG00809  ,OGB00809  ,3512
1146,"Osinski, Carroll and Gaylord","MED,DENT",GPPO ,OGP00810  ,OGG00810  ,OGB00810  ,388
1147,"Kuhic, Streich and Will",MED,HMO  ,KHP00811  ,KHG00811  ,KHB00811  ,16727
1147,"Kuhic, Streich and Will",MED,PPO  ,KPP00813  ,KPG00813  ,KPB00813  ,4797
1147,"Kuhic, Streich and Will",MED,POS  ,KPP00812  ,KPG00812  ,KPB00812  ,2453
1148,Durgan and Sons,MED,HMO  ,DHP00817  ,DHG00817  ,DHB00817  ,1306
1148,Durgan and Sons,MED,PPO  ,DPP00819  ,DPG00819  ,DPB00819  ,359
1148,Durgan and Sons,MED,POS  ,DPP00818  ,DPG00818  ,DPB00818  ,190
1148,Durgan and Sons,DENT,DHMO ,DDP00815  ,DDG00815  ,DDB00815  ,122
